file,year,station,lon,lat,O2_250_400m_mLL,sigma0_250_400m,PT_250_400m_degC,S_250_400m,unit_flag
GOS2018111.npy,2018,383,4.614,60.75,,,,,outside_box
GOS2018111.npy,2018,384,4.45,60.75,,,,,outside_box
GOS2018111.npy,2018,385,4.285,60.751,,,,,outside_box
GOS2018111.npy,2018,386,4.117,60.75,,,,,outside_box
GOS2018111.npy,2018,387,3.954,60.749,,,,,outside_box
GOS2018111.npy,2018,388,3.784,60.752,,,,,outside_box
GOS2018111.npy,2018,389,3.117,60.751,,,,,outside_box
GOS2018111.npy,2018,390,2.939,60.753,,,,,outside_box
GOS2018111.npy,2018,391,2.776,60.752,,,,,outside_box
GOS2018111.npy,2018,392,2.603,60.749,,,,,outside_box
GOS2018111.npy,2018,393,2.279,60.75,,,,,outside_box
GOS2018111.npy,2018,394,1.919,60.75,,,,,outside_box
GOS2018111.npy,2018,395,1.433,60.751,,,,,outside_box
GOS2018111.npy,2018,396,-0.261,60.752,,,,,outside_box
GOS2018111.npy,2018,397,-0.465,60.75,,,,,outside_box
GOS2018111.npy,2018,398,-0.666,60.75,,,,,outside_box
GOS2018111.npy,2018,399,-1.337,61.312,,,,,outside_box
GOS2018111.npy,2018,400,-2.052,61.415,,,,,outside_box
GOS2018111.npy,2018,401,5.22,60.773,,,,,outside_box
GOS2018111.npy,2018,402,5.273,60.79,,,,,outside_box
GOS2018111.npy,2018,403,5.284,60.806,,,,,outside_box
GOS2018111.npy,2018,404,5.316,60.803,,,,,outside_box
GOS2018111.npy,2018,405,5.32,60.817,,,,,outside_box
GOS2018111.npy,2018,406,5.365,60.823,,,,,outside_box
GOS2018111.npy,2018,407,5.35,60.826,,,,,outside_box
GOS2018111.npy,2018,408,5.348,60.843,,,,,outside_box
GOS2018111.npy,2018,409,5.351,60.853,3.3291478145695366,27.24243109567433,8.086275205450908,34.97295364238411,mL/L
GOS2018111.npy,2018,410,5.361,60.867,3.1572761589403977,27.244738256803092,8.092310164767524,34.977052980132456,mL/L
GOS2018111.npy,2018,411,5.398,60.872,2.9258935099337746,27.246366551073766,8.103573073033965,34.98129139072847,mL/L
GOS2018111.npy,2018,412,5.412,60.872,3.045919337748344,27.24535197052933,8.100277735730725,34.9793642384106,mL/L
GOS2018111.npy,2018,413,5.412,60.871,2.9558733774834436,27.246286186820907,8.103176912968637,34.98111258278145,mL/L
GOS2018111.npy,2018,414,5.412,60.871,2.9166227152317883,27.24580928061902,8.10474931624579,34.98080794701987,mL/L
GOS2018111.npy,2018,415,5.412,60.872,2.91588,27.246045533092694,8.105013750708538,34.98115894039734,mL/L
GOS2018111.npy,2018,416,5.106,61.522,,,,,outside_box
GOS2018111.npy,2018,417,5.239,61.49,,,,,outside_box
GOS2018111.npy,2018,418,5.348,61.483,,,,,outside_box
GOS2018111.npy,2018,419,5.268,61.488,,,,,outside_box
GOS2018111.npy,2018,420,5.268,61.489,,,,,outside_box
GOS2018111.npy,2018,421,5.268,61.488,,,,,outside_box
GOS2018111.npy,2018,422,5.267,61.489,,,,,outside_box
GOS2018111.npy,2018,423,5.431,61.482,,,,,outside_box
GOS2018111.npy,2018,424,5.427,61.485,,,,,outside_box
GOS2018111.npy,2018,425,5.485,61.45,,,,,outside_box
GOS2018111.npy,2018,426,5.633,61.468,,,,,outside_box
GOS2018111.npy,2018,427,5.048,61.523,,,,,outside_box
GOS2018111.npy,2018,428,4.942,61.446,,,,,outside_box
KB2019602.npy,2019,116,5.297,60.803,,,,,outside_box
KB2019602.npy,2019,117,5.37,60.87,3.10340963248277,27.239803222133872,8.104105100529093,34.973026490066225,umol/kg_to_mL/L
KB2019602.npy,2019,118,5.553,60.871,,,,,outside_box
KB2019602.npy,2019,119,5.534,60.871,,,,,outside_box
KB2019602.npy,2019,120,5.505,60.867,,,,,outside_box
KB2019602.npy,2019,121,5.483,60.88,,,,,outside_box
KB2019602.npy,2019,122,5.474,60.882,3.9571911708491165,27.223136780339278,8.096522298623823,34.95042857142857,umol/kg_to_mL/L
KB2019602.npy,2019,123,5.439,60.875,3.086463034890937,27.23985526984548,8.106107685471645,34.973476821192044,umol/kg_to_mL/L
KB2019602.npy,2019,124,5.413,60.867,,,,,no_depth
KB2019602.npy,2019,125,5.409,60.873,3.1688834418066674,27.238988646412924,8.103993880490778,34.97196688741721,umol/kg_to_mL/L
KB2019602.npy,2019,126,5.409,60.874,3.1864866635646596,27.237619285865406,8.103846747190222,34.970203125,umol/kg_to_mL/L
KB2019602.npy,2019,127,5.352,60.854,3.027617003029418,27.239714426276667,8.106371406770005,34.97335099337747,umol/kg_to_mL/L
KB2019602.npy,2019,128,5.347,60.842,,,,,outside_box
KB2019602.npy,2019,129,5.348,60.836,,,,,outside_box
KB2019602.npy,2019,130,5.342,60.824,,,,,outside_box
KB2019602.npy,2019,131,5.322,60.817,,,,,outside_box
KB2019602.npy,2019,133,5.296,60.805,,,,,outside_box
KB2019602.npy,2019,134,5.279,60.804,,,,,outside_box
KB2019602.npy,2019,135,5.269,60.786,,,,,outside_box
KB2019602.npy,2019,136,5.237,60.775,,,,,outside_box
KB2019602.npy,2019,137,5.227,60.771,,,,,outside_box
KB2019602.npy,2019,138,5.411,60.873,3.1386221139893298,27.238476414685145,8.104562187191705,34.971423841059604,umol/kg_to_mL/L
KB2019602.npy,2019,139,5.206,60.763,,,,,outside_box
KB2019602.npy,2019,140,5.21,60.764,,,,,outside_box
KB2019602.npy,2019,141,5.213,60.765,,,,,outside_box
KB2019602.npy,2019,142,5.433,60.651,,,,,outside_box
KB2019602.npy,2019,143,5.423,60.655,,,,,outside_box
KB2019602.npy,2019,144,5.403,60.662,,,,,outside_box
KB2019602.npy,2019,145,5.377,60.679,,,,,outside_box
KB2019602.npy,2019,146,5.35,60.692,,,,,outside_box
KB2019602.npy,2019,147,5.356,60.712,,,,,outside_box
KB2019602.npy,2019,148,5.33,60.728,,,,,outside_box
KB2019602.npy,2019,149,5.3,60.74,,,,,outside_box
KB2019602.npy,2019,150,5.262,60.752,,,,,outside_box
KB2019602.npy,2019,151,5.131,60.791,,,,,outside_box
KB2019602.npy,2019,152,5.095,60.8,,,,,outside_box
KB2019602.npy,2019,153,5.055,60.83,,,,,outside_box
KB2019602.npy,2019,154,5.003,60.834,,,,,outside_box
KB2019602.npy,2019,155,4.958,60.849,,,,,outside_box
KB2019602.npy,2019,156,5.341,60.823,,,,,outside_box
KB2019602.npy,2019,157,5.551,60.871,,,,,outside_box
KB2019602.npy,2019,158,5.535,60.871,,,,,outside_box
KB2019602.npy,2019,159,5.505,60.866,,,,,outside_box
KB2019602.npy,2019,160,5.484,60.88,,,,,outside_box
KB2019602.npy,2019,161,5.473,60.882,3.91498544964679,27.222288502371214,8.098897032732467,34.9498,umol/kg_to_mL/L
KB2019602.npy,2019,162,5.317,60.744,,,,,outside_box
KB2019602.npy,2019,163,5.31,60.739,,,,,outside_box
KB2019602.npy,2019,164,5.307,60.736,,,,,outside_box
KB2019602.npy,2019,165,5.119,60.787,,,,,outside_box
KB2019602.npy,2019,166,5.12,60.788,,,,,outside_box
KB2019602.npy,2019,167,5.124,60.79,,,,,outside_box
KB2019602.npy,2019,168,5.133,60.798,,,,,outside_box
KB2019602.npy,2019,169,5.121,60.788,,,,,outside_box
KB2019602.npy,2019,170,5.206,60.762,,,,,outside_box
KB2019602.npy,2019,171,5.208,60.763,,,,,outside_box
KB2019602.npy,2019,172,5.209,60.763,,,,,outside_box
KB2019602.npy,2019,173,5.213,60.765,,,,,outside_box
KB2019602.npy,2019,174,5.375,60.82,,,,,outside_box
KB2019602.npy,2019,175,5.36,60.822,,,,,outside_box
KB2019602.npy,2019,176,5.343,60.823,,,,,outside_box
KB2019602.npy,2019,177,5.255,60.418,,,,,outside_box
KB2019602.npy,2019,178,5.266,60.418,,,,,outside_box
KB2019602.npy,2019,179,5.277,60.417,,,,,outside_box
KB2019602.npy,2019,180,5.288,60.418,,,,,outside_box
KB2019602.npy,2019,181,5.298,60.418,,,,,outside_box
KB2020603.npy,2020,167,4.69,60.863,,,,,outside_box
KB2020603.npy,2020,168,5.371,60.87,3.081880677271867,27.221272627065083,8.152385825081641,34.95872847682121,umol/kg_to_mL/L
KB2020603.npy,2020,169,5.552,60.872,,,,,outside_box
KB2020603.npy,2020,170,5.534,60.871,,,,,outside_box
KB2020603.npy,2020,171,5.51,60.867,,,,,outside_box
KB2020603.npy,2020,172,5.495,60.875,,,,,outside_box
KB2020603.npy,2020,173,5.474,60.882,3.5381901790409493,27.20391293563378,8.18208735682024,34.9424375,umol/kg_to_mL/L
KB2020603.npy,2020,174,5.474,60.882,3.56666471754658,27.202840566297482,8.183782940991774,34.9414,umol/kg_to_mL/L
KB2020603.npy,2020,175,5.456,60.879,3.0971003513681516,27.219953035249883,8.153986571093116,34.95736585365853,umol/kg_to_mL/L
KB2020603.npy,2020,176,5.439,60.876,3.02792842283328,27.22228396235818,8.149834706423801,34.959523178807956,umol/kg_to_mL/L
KB2020603.npy,2020,177,5.426,60.874,3.063263554321104,27.22209578141253,8.15045608867542,34.959403973509936,umol/kg_to_mL/L
KB2020603.npy,2020,179,5.417,60.872,3.024082744076291,27.223110182252313,8.148598881970793,34.96033774834438,umol/kg_to_mL/L
KB2020603.npy,2020,180,5.389,60.873,3.042856640702989,27.22252073360878,8.149471218150909,34.95975496688743,umol/kg_to_mL/L
KB2020603.npy,2020,181,5.368,60.87,3.066212188754567,27.221349062246478,8.151573099343187,34.95866887417218,umol/kg_to_mL/L
KB2020603.npy,2020,182,5.354,60.863,3.0408155341951986,27.2218732199789,8.150786513516168,34.959185430463585,umol/kg_to_mL/L
KB2020603.npy,2020,183,5.35,60.852,2.9753239027504,27.223305596566995,8.147984112802016,34.9604701986755,umol/kg_to_mL/L
KB2020603.npy,2020,184,5.348,60.849,,,,,outside_box
KB2020603.npy,2020,185,5.348,60.843,,,,,outside_box
KB2020603.npy,2020,186,5.348,60.839,,,,,outside_box
KB2020603.npy,2020,187,5.347,60.836,,,,,outside_box
KB2020603.npy,2020,188,5.346,60.83,,,,,outside_box
KB2020603.npy,2020,189,5.347,60.825,,,,,outside_box
KB2020603.npy,2020,190,5.321,60.816,,,,,outside_box
KB2020603.npy,2020,192,5.32,60.807,,,,,outside_box
KB2020603.npy,2020,193,5.346,60.825,,,,,outside_box
KB2020603.npy,2020,194,5.318,60.805,,,,,outside_box
KB2020603.npy,2020,195,5.272,60.79,,,,,outside_box
KB2020603.npy,2020,196,5.269,60.786,,,,,outside_box
KB2020603.npy,2020,197,5.25,60.781,,,,,outside_box
KB2020603.npy,2020,198,5.237,60.775,,,,,outside_box
KB2020603.npy,2020,199,5.226,60.77,,,,,outside_box
KB2020603.npy,2020,200,5.218,60.767,,,,,outside_box
KB2020603.npy,2020,201,5.213,60.765,,,,,outside_box
KB2020603.npy,2020,202,5.21,60.764,,,,,outside_box
KB2020603.npy,2020,203,5.207,60.762,,,,,outside_box
KB2020603.npy,2020,204,5.198,60.76,,,,,outside_box
KB2020603.npy,2020,205,5.436,60.648,,,,,outside_box
KB2020603.npy,2020,206,5.423,60.655,,,,,outside_box
KB2020603.npy,2020,207,5.405,60.662,,,,,outside_box
KB2020603.npy,2020,208,5.377,60.68,,,,,outside_box
KB2020603.npy,2020,209,5.349,60.692,,,,,outside_box
KB2020603.npy,2020,210,5.356,60.7,,,,,outside_box
KB2020603.npy,2020,211,5.357,60.712,,,,,outside_box
KB2020603.npy,2020,212,5.362,60.726,,,,,outside_box
KB2020603.npy,2020,213,5.335,60.733,,,,,outside_box
KB2020603.npy,2020,214,5.417,60.872,3.0638792451700403,27.219663038809525,8.151310072835908,34.956470198675504,umol/kg_to_mL/L
KB2020603.npy,2020,215,5.439,60.876,3.010484475146972,27.21968927839014,8.149770312386899,34.956205298013245,umol/kg_to_mL/L
KB2020603.npy,2020,216,5.51,60.904,,,,,outside_box
KB2020603.npy,2020,217,5.51,60.904,,,,,outside_box
KB2020603.npy,2020,218,5.416,60.872,3.0296111217259045,27.220974199449675,8.14982916146464,34.95785430463575,umol/kg_to_mL/L
KB2020603.npy,2020,219,5.303,60.806,,,,,outside_box
KB2020603.npy,2020,220,5.296,60.805,,,,,outside_box
KB2020603.npy,2020,221,5.284,60.805,,,,,outside_box
KB2020603.npy,2020,222,5.322,60.737,,,,,outside_box
KB2020603.npy,2020,223,5.314,60.738,,,,,outside_box
KB2020603.npy,2020,224,5.279,60.751,,,,,outside_box
KB2020603.npy,2020,225,5.258,60.753,,,,,outside_box
KB2020603.npy,2020,226,5.236,60.76,,,,,outside_box
KB2020603.npy,2020,227,5.213,60.765,,,,,outside_box
KB2020603.npy,2020,228,5.197,60.77,,,,,outside_box
