file,n_station,O2_250_400m_mean_mLL
GOS2018111.npy,7,3.0352304162724693
KB2019602.npy,8,3.322957313782461
KB2020603.npy,18,3.1004395411135652
KB2021605.npy,9,3.002412847164876
KB2022602.npy,4,3.9603700317789876
KB2023006004.npy,7,3.6256757598155156
HB2024009007.npy,5,3.395494607148643
HB2025009006.npy,4,3.066453031898645
HB2026009004.npy,4,4.673433466089252
